Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL,Season, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA, 1/3
10/1/19,Champions League,Club Brugge,Dani Carvajal,2,es ESP,RB,27-263,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ab9819b4/Real-Madrid-Club-Brugge-October-1-2019-Champions-League,19_20,115,3,1,0,0,0.3,,,94,107,87.9,13,71,8,2,1,3,2,2,1,0,1,3,33.3,2,1,0,1,1,4,0,0,94,107,87.9,1386,344,54,57,94.7,31,34,91.2,5,8,62.5,0,0.3,0.3,4,5,6,0,13,6,0,
10/1/19,Champions League,Club Brugge,Thibaut Courtois,13,be BEL,GK,27-143,45,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ab9819b4/Real-Madrid-Club-Brugge-October-1-2019-Champions-League,19_20,15,0,0,0,0,0,,,13,14,92.9,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,14,92.9,278,147,3,3,100,8,9,88.9,2,2,100,0,0,0,0,0,0,0,0,0,0,
10/1/19,Champions League,Club Brugge,Alphonse Areola,1,fr FRA,GK,26-216,45,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ab9819b4/Real-Madrid-Club-Brugge-October-1-2019-Champions-League,19_20,18,0,0,0,0,0,,,15,17,88.2,0,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,17,88.2,321,214,2,2,100,13,14,92.9,0,1,0,0,0,0,0,0,0,0,0,0,0,
10/5/19,La Liga,Granada,Karim Benzema,9,fr FRA,FW,31-290,90,1,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,28,0,0,0.7,0.7,0.3,,,16,22,72.7,3,19,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,22,72.7,318,60,8,11,72.7,5,7,71.4,3,4,75,0,0.3,0.2,2,3,1,0,3,3,0,
10/5/19,La Liga,Granada,Eden Hazard,7,be BEL,LW,28-271,68,1,1,0,0,1,1,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,41,0,0,0.3,0.3,0,,,28,35,80,3,28,4,3,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,35,80,434,27,17,20,85,9,11,81.8,2,2,100,1,0,0,1,0,0,0,3,2,1,
10/5/19,La Liga,Granada,Isco,22,es ESP,LW,27-167,22,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,17,0,0,0,0,0,,,8,13,61.5,1,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,13,61.5,99,32,7,7,100,1,5,20,0,1,0,0,0,0,0,0,0,0,1,2,1,
10/5/19,La Liga,Granada,Gareth Bale,11,wls WAL,RW,30-081,82,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,29,0,0,0,0,0.3,,,22,28,78.6,1,20,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,28,78.6,376,63,13,15,86.7,5,6,83.3,3,5,60,1,0.3,0.1,1,0,1,1,1,3,1,
10/5/19,La Liga,Granada,James Rodríguez,16,co COL,RW,28-085,8,1,0,0,0,1,1,1,0,1,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,14,1,0,0.5,0.5,0,,,7,10,70,1,8,0,0,0,1,1,0,0,1,1,1,100,0,0,0,0,1,2,0,0,7,10,70,108,31,4,5,80,2,2,100,1,3,33.3,0,0,0,0,1,0,0,1,1,0,
10/5/19,La Liga,Granada,Toni Kroos,8,de GER,LM,29-274,33,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,37,1,0,0,0,0.6,,,33,36,91.7,3,22,0,0,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,33,36,91.7,534,198,21,21,100,8,8,100,4,6,66.7,0,0.6,0.3,3,3,2,0,3,4,0,
10/5/19,La Liga,Granada,Luka Modrić,10,hr CRO,LM,34-026,57,1,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,62,2,1,0,0,0.1,,,39,47,83,5,39,2,3,2,2,1,1,1,0,0,1,0,1,1,0,1,2,4,0,0,39,47,83,768,236,14,15,93.3,19,21,90.5,6,9,66.7,0,0.1,0.1,2,3,0,0,5,2,0,
10/5/19,La Liga,Granada,Casemiro,14,br BRA,CM,27-224,90,0,0,0,0,0,0,1,0,3,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,60,3,1,0,0,0,,,43,50,86,5,32,1,2,2,3,1,2,1,0,1,4,25,3,1,0,1,3,6,1,0,43,50,86,765,314,25,27,92.6,13,15,86.7,5,7,71.4,0,0,0,1,3,1,1,5,3,0,
10/5/19,La Liga,Granada,Federico Valverde,15,uy URU,RM,21-075,90,0,1,0,0,3,1,0,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,55,3,1,0.3,0.3,0.3,,,34,43,79.1,4,41,0,3,3,3,3,2,1,0,1,1,100,0,1,0,1,0,3,1,0,34,43,79.1,546,123,21,23,91.3,8,9,88.9,5,7,71.4,1,0.3,0,1,2,0,0,4,3,2,
10/5/19,La Liga,Granada,Dani Carvajal,2,es ESP,LB,27-267,90,0,0,0,0,2,2,1,0,2,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,66,3,0,0.6,0.6,0,,,50,57,87.7,5,42,2,1,0,3,2,1,2,0,1,1,100,0,0,0,0,2,5,0,0,50,57,87.7,769,333,31,35,88.6,17,18,94.4,2,4,50,0,0,0,1,3,0,0,5,1,0,
10/5/19,La Liga,Granada,Sergio Ramos,4,es ESP,CB,33-189,90,0,0,0,0,2,1,0,0,5,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,63,0,0,0.1,0.1,0,,,50,56,89.3,1,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,5,3,0,50,56,89.3,884,386,23,24,95.8,22,23,95.7,4,7,57.1,0,0,0,0,1,0,0,1,1,0,
10/5/19,La Liga,Granada,Raphaël Varane,5,fr FRA,CB,26-163,90,0,0,0,0,2,0,0,0,1,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,57,1,0,0.1,0.1,0,,,44,49,89.8,2,38,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,1,2,3,0,44,49,89.8,953,325,12,12,100,25,26,96.2,7,11,63.6,0,0,0,1,3,0,0,2,2,0,
10/5/19,La Liga,Granada,Álvaro Odriozola,19,es ESP,RB,23-295,90,0,1,0,0,1,0,0,0,1,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,51,2,1,0,0,0.8,,,38,42,90.5,3,28,4,1,1,2,1,1,0,1,2,4,50,2,1,0,1,1,3,2,0,38,42,90.5,696,164,15,16,93.8,17,18,94.4,5,6,83.3,1,0.8,0.4,2,1,2,0,3,5,2,
10/5/19,La Liga,Granada,Alphonse Areola,1,fr FRA,GK,26-220,90,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/51ae71b1/Real-Madrid-Granada-October-5-2019-La-Liga,19_20,28,0,0,0,0,0,,,19,26,73.1,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,26,73.1,490,292,3,3,100,8,8,100,8,15,53.3,0,0,0,0,0,0,0,0,0,0,
10/19/19,La Liga,Mallorca,Karim Benzema,9,fr FRA,FW,31-304,90,0,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,51,1,1,0.5,0.5,0,,,30,36,83.3,7,42,4,4,3,1,0,0,1,0,0,0,,0,1,1,0,0,1,1,0,30,36,83.3,351,125,23,26,88.5,5,7,71.4,1,1,100,0,0,0.1,1,3,2,0,7,1,0,
10/19/19,La Liga,Mallorca,Luka Jović,18,rs SRB,FW,21-300,65,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,27,0,1,0,0,0,,,21,24,87.5,2,18,0,2,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,21,24,87.5,221,34,15,16,93.8,2,3,66.7,1,2,50,0,0,0,0,2,0,0,2,0,0,
10/19/19,La Liga,Mallorca,Federico Valverde,15,uy URU,"DM,FW",21-089,25,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,17,0,0,0,0,0,,,11,13,84.6,4,13,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,11,13,84.6,188,71,6,6,100,3,4,75,1,1,100,0,0,0,0,1,1,0,4,0,0,
10/19/19,La Liga,Mallorca,Vinicius Júnior,25,br BRA,"LM,LW",19-099,80,0,0,0,0,3,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,48,1,0,0.2,0.2,0,,,26,36,72.2,2,44,9,10,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,26,36,72.2,323,59,19,28,67.9,5,5,100,1,1,100,0,0,0.1,1,3,1,0,2,3,0,
10/19/19,La Liga,Mallorca,Brahim Díaz,21,ma MAR,LW,20-077,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,6,0,0,0,0,0,,,3,4,75,0,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75,28,0,3,4,75,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,
10/19/19,La Liga,Mallorca,Casemiro,14,br BRA,"CM,DM",27-238,90,0,0,0,0,1,0,0,0,5,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,73,7,1,0,0,0,,,51,57,89.5,2,38,0,2,1,7,5,1,5,1,5,6,83.3,1,1,0,1,5,12,0,0,51,57,89.5,922,267,24,24,100,22,24,91.7,4,5,80,0,0,0.1,1,1,1,1,2,2,0,
10/19/19,La Liga,Mallorca,Isco,22,es ESP,CM,27-181,65,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,67,1,1,0,0,0,,,54,60,90,7,48,2,3,2,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,54,60,90,840,218,27,30,90,24,25,96,3,5,60,0,0,0,1,6,1,0,7,3,0,
10/19/19,La Liga,Mallorca,Rodrygo,27,br BRA,"RW,CM",18-283,25,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,9,0,0,0,0,0,,,7,8,87.5,0,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,8,87.5,100,48,4,5,80,3,3,100,0,0,,0,0,0,0,1,0,0,0,1,0,
10/19/19,La Liga,Mallorca,James Rodríguez,16,co COL,"RM,AM",28-099,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,76,3,0,0,0,0.6,,,53,72,73.6,7,51,6,0,0,3,2,3,0,0,1,2,50,1,0,0,0,0,3,0,0,53,72,73.6,1056,429,26,29,89.7,14,16,87.5,11,20,55,0,0.6,0.4,5,9,1,0,7,7,0,
10/19/19,La Liga,Mallorca,Marcelo,12,br BRA,LB,31-160,90,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,100,2,2,0,0,0,,,76,91,83.5,9,71,5,0,0,2,1,1,0,1,0,0,,0,2,0,2,0,2,2,0,76,91,83.5,1198,529,45,49,91.8,24,26,92.3,5,12,41.7,0,0,0.1,1,10,2,1,9,1,0,
10/19/19,La Liga,Mallorca,Sergio Ramos,4,es ESP,CB,33-203,90,0,0,0,0,3,0,0,0,1,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,86,3,0,0.2,0.2,0,,,74,78,94.9,11,51,0,0,0,3,2,1,0,2,1,1,100,0,0,0,0,1,4,2,0,74,78,94.9,1534,632,26,27,96.3,36,37,97.3,10,11,90.9,0,0,0,0,11,0,0,11,1,0,
10/19/19,La Liga,Mallorca,Éder Militão,3,br BRA,CB,21-274,90,0,0,0,0,1,1,0,0,4,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,69,3,3,0.1,0.1,0,,,51,58,87.9,4,45,1,0,0,3,2,2,1,0,2,2,100,0,3,2,1,4,7,0,0,51,58,87.9,898,309,23,27,85.2,23,25,92,4,5,80,0,0,0,0,2,0,0,4,0,0,
10/19/19,La Liga,Mallorca,Álvaro Odriozola,19,es ESP,RB,23-309,73,0,0,0,0,0,0,2,1,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,45,1,1,0,0,0.1,,,35,37,94.6,2,24,3,2,2,1,1,1,0,0,1,1,100,0,1,0,1,0,1,4,0,35,37,94.6,515,158,23,24,95.8,12,13,92.3,0,0,,0,0.1,0.1,2,1,0,0,2,5,0,
10/19/19,La Liga,Mallorca,Thibaut Courtois,13,be BEL,GK,27-161,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,19_20,25,0,0,0,0,0,,,23,24,95.8,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,23,24,95.8,573,407,3,3,100,16,16,100,4,5,80,0,0,0,0,0,0,0,0,0,0,
10/22/19,Champions League,Galatasaray,Karim Benzema,9,fr FRA,FW,31-307,90,0,0,0,0,5,3,0,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,62,1,1,0.8,0.8,1,,,42,47,89.4,10,40,6,2,1,1,1,1,0,0,1,1,100,0,1,0,1,0,1,1,0,42,47,89.4,518,184,27,29,93.1,8,10,80,2,2,100,0,1,0.7,5,4,7,0,10,8,1,
10/22/19,Champions League,Galatasaray,Eden Hazard,7,be BEL,LW,28-288,78,0,1,0,0,4,2,0,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,50,0,0,0.9,0.9,0.1,,,36,43,83.7,4,38,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,43,83.7,481,113,23,26,88.5,9,12,75,2,2,100,1,0.1,0.2,1,1,2,0,4,8,1,
10/22/19,Champions League,Galatasaray,Vinicius Júnior,25,br BRA,LW,19-102,12,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,5,0,0,0.1,0.1,0,,,3,3,100,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,100,35,0,2,2,100,1,1,100,0,0,,0,0,0,1,0,0,0,0,1,0,
10/22/19,Champions League,Galatasaray,Rodrygo,27,br BRA,RW,18-286,81,0,0,0,0,2,1,0,0,3,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,49,2,0,0.2,0.2,0.1,,,24,37,64.9,2,29,5,6,4,2,1,1,0,1,0,0,,0,0,0,0,3,5,1,0,24,37,64.9,301,80,14,18,77.8,7,11,63.6,1,2,50,0,0.1,0.1,2,3,1,1,2,7,0,
10/22/19,Champions League,Galatasaray,Luka Jović,18,rs SRB,RW,21-303,9,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,10,1,0,0,0,0,,,4,6,66.7,0,7,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4,6,66.7,62,14,3,5,60,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,0,
10/22/19,Champions League,Galatasaray,Toni Kroos,8,de GER,LM,29-291,90,1,0,0,0,3,1,1,0,3,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,77,4,2,0.1,0.1,0.7,,,53,62,85.5,13,48,3,1,1,4,3,0,3,1,1,2,50,1,2,0,2,3,7,1,0,53,62,85.5,948,342,23,25,92,19,23,82.6,8,9,88.9,0,0.7,0.4,4,12,3,0,13,6,0,
10/22/19,Champions League,Galatasaray,Casemiro,14,br BRA,CM,27-241,90,0,0,0,0,4,1,0,0,4,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,82,5,2,0.1,0.1,0,,,46,59,78,2,34,0,1,1,5,1,3,2,0,1,2,50,1,2,1,1,4,9,2,0,46,59,78,643,178,22,24,91.7,17,26,65.4,2,2,100,0,0,0,0,4,0,0,2,1,0,
10/22/19,Champions League,Galatasaray,Federico Valverde,15,uy URU,RM,21-092,78,0,0,0,0,3,1,0,0,1,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,53,1,1,0.1,0.1,0.1,,,35,45,77.8,7,24,1,0,0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,35,45,77.8,470,169,18,20,90,14,17,82.4,0,2,0,0,0.1,0.1,2,3,2,0,7,5,0,
10/22/19,Champions League,Galatasaray,James Rodríguez,16,co COL,RM,28-102,12,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,16,0,0,0,0,0,,,10,14,71.4,1,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,14,71.4,144,39,7,8,87.5,2,2,100,1,1,100,0,0,0,0,2,0,0,1,1,0,
10/22/19,Champions League,Galatasaray,Marcelo,12,br BRA,LB,31-163,90,0,0,0,0,2,1,0,0,2,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,68,2,1,0.1,0.1,0.1,,,43,56,76.8,3,35,3,1,1,2,2,1,1,0,1,1,100,0,1,0,1,2,4,4,0,43,56,76.8,594,239,29,32,90.6,11,15,73.3,1,4,25,0,0.1,0.1,3,2,1,0,3,6,0,
10/22/19,Champions League,Galatasaray,Sergio Ramos,4,es ESP,CB,33-206,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,43,0,1,0.1,0.1,0,,,25,30,83.3,3,21,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,6,0,25,30,83.3,477,218,9,9,100,14,16,87.5,2,5,40,0,0,0,0,0,0,0,3,0,0,
10/22/19,Champions League,Galatasaray,Raphaël Varane,5,fr FRA,CB,26-180,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,48,3,3,0,0,0,,,29,37,78.4,2,17,0,0,0,3,2,1,2,0,1,1,100,0,3,2,1,3,6,1,0,29,37,78.4,594,194,7,9,77.8,17,22,77.3,5,6,83.3,0,0,0,0,2,0,0,2,0,0,
10/22/19,Champions League,Galatasaray,Dani Carvajal,2,es ESP,RB,27-284,90,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,71,3,2,0,0,0,,,47,58,81,7,22,2,1,1,3,2,0,2,1,2,2,100,0,2,1,1,1,4,3,0,47,58,81,748,307,25,30,83.3,17,20,85,3,5,60,0,0,0,1,5,1,0,7,3,0,
10/22/19,Champions League,Galatasaray,Thibaut Courtois,13,be BEL,GK,27-164,90,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,19_20,34,0,0,0,0,0,,,21,32,65.6,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,32,65.6,628,452,3,3,100,12,13,92.3,6,16,37.5,0,0,0,0,0,0,0,0,0,0,
10/30/19,La Liga,Leganes,Karim Benzema,9,fr FRA,FW,31-315,69,1,2,1,1,4,1,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,42,0,1,1.2,0.4,1.2,,,25,29,86.2,5,23,3,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,25,29,86.2,352,77,17,20,85,4,4,100,2,3,66.7,2,1.2,1.2,3,2,2,0,5,5,2,
10/30/19,La Liga,Leganes,Luka Jović,18,rs SRB,FW,21-311,21,1,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,12,0,0,0.8,0.8,0,,,8,8,100,3,6,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,8,100,157,45,2,2,100,5,5,100,1,1,100,0,0,0,0,1,0,0,3,1,0,
10/30/19,La Liga,Leganes,Eden Hazard,7,be BEL,LW,28-296,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,52,1,0,0,0,0.1,,,32,39,82.1,2,42,10,9,7,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,32,39,82.1,494,78,21,26,80.8,10,11,90.9,1,1,100,0,0.1,0.1,2,1,0,0,2,6,2,
10/30/19,La Liga,Leganes,Rodrygo,27,br BRA,RW,18-294,90,1,0,0,0,3,1,0,0,4,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,69,0,1,0.8,0.8,0.5,,,46,58,79.3,2,50,6,3,1,0,0,0,0,0,0,1,0,1,1,0,1,4,4,0,0,46,58,79.3,555,140,36,38,94.7,6,12,50,2,3,66.7,0,0.5,0.7,2,4,1,0,2,4,0,
10/30/19,La Liga,Leganes,Toni Kroos,8,de GER,LM,29-299,61,1,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,77,2,1,0.6,0.6,0,,,65,72,90.3,11,48,1,0,0,2,1,0,0,2,1,2,50,1,1,0,1,0,2,0,0,65,72,90.3,1112,399,39,40,97.5,15,19,78.9,9,11,81.8,0,0,0.1,1,8,1,0,11,3,0,
10/30/19,La Liga,Leganes,Luka Modrić,10,hr CRO,"RM,LM",34-051,29,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,25,2,0,0.1,0.1,0.1,,,21,22,95.5,3,18,1,0,0,2,0,0,0,2,1,2,50,1,0,0,0,0,2,0,0,21,22,95.5,329,98,10,10,100,8,8,100,1,2,50,0,0.1,0.1,2,2,2,0,3,4,2,
10/30/19,La Liga,Leganes,Casemiro,14,br BRA,CM,27-249,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,82,10,0,0,0,0,,,55,66,83.3,7,31,0,0,0,10,7,4,5,1,3,7,42.9,4,0,0,0,1,11,2,0,55,66,83.3,1065,237,27,31,87.1,17,21,81,9,11,81.8,0,0,0.1,0,6,0,0,7,4,1,
10/30/19,La Liga,Leganes,Federico Valverde,15,uy URU,RM,21-100,74,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,58,2,0,0.5,0.5,0,,,45,49,91.8,4,31,1,1,0,2,0,0,2,0,0,0,,0,0,0,0,1,3,0,0,45,49,91.8,712,177,25,27,92.6,13,13,100,4,5,80,0,0,0,1,5,1,1,4,2,0,
10/30/19,La Liga,Leganes,Isco,22,es ESP,"LM,RM",27-192,16,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,16,0,0,0,0,0,,,12,14,85.7,3,11,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,14,85.7,164,57,7,8,87.5,4,5,80,0,0,,0,0,0.1,0,0,1,0,3,2,0,
10/30/19,La Liga,Leganes,Marcelo,12,br BRA,LB,31-171,90,0,0,0,0,2,2,1,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,89,0,1,0.1,0.1,0,,,72,85,84.7,15,58,4,2,1,0,0,0,0,0,0,5,0,5,1,0,1,0,0,1,0,72,85,84.7,1218,486,42,45,93.3,19,25,76,8,12,66.7,0,0,0.2,0,6,7,1,15,4,2,
10/30/19,La Liga,Leganes,Sergio Ramos,4,es ESP,CB,33-214,90,1,0,1,1,0,0,0,0,3,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,62,0,0,0.8,0,0,,,46,52,88.5,2,33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,4,0,46,52,88.5,978,431,15,17,88.2,26,28,92.9,5,6,83.3,0,0,0,0,3,0,0,2,0,0,
10/30/19,La Liga,Leganes,Raphaël Varane,5,fr FRA,CB,26-188,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,69,1,1,0.1,0.1,0,,,50,62,80.6,2,37,0,0,0,1,1,1,0,0,1,2,50,1,1,0,1,0,1,3,0,50,62,80.6,911,361,18,21,85.7,30,32,93.8,2,7,28.6,0,0,0,0,2,0,0,2,1,0,
10/30/19,La Liga,Leganes,Dani Carvajal,2,es ESP,RB,27-292,90,0,1,0,0,0,0,0,0,2,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,19_20,89,0,1,0,0,0.8,,,73,81,90.1,8,57,5,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,2,1,0,73,81,90.1,1309,424,36,38,94.7,27,30,90,10,10,100,1,0.8,0.6,4,4,5,3,8,6,1,
