Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL,Season, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA, 1/3
11/1/17,Champions League,Tottenham Hotspur,Marcelo,12,br BRA,"LB,WB",29-173,90,0,0,0,0,2,0,0,0,2,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,17_18,111,0,1,0.1,0.1,0.1,8,1,77,102,75.5,17,75,7,3,3,0,0,0,0,0,0,1,0,1,1,0,1,2,2,1,0,77,102,75.5,1304,366,45,52,86.5,22,25,88,8,15,53.3,0,0.1,0.4,3,8,2,0,17,,,
11/1/17,Champions League,Tottenham Hotspur,Sergio Ramos,4,es ESP,CB,31-216,90,0,0,0,0,3,0,1,0,1,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,17_18,81,2,1,0.8,0.8,0,1,0,68,73,93.2,6,48,0,3,2,2,2,1,1,0,1,4,25,3,1,1,0,1,3,2,0,68,73,93.2,1155,597,33,35,94.3,29,29,100,6,8,75,0,0,0,0,7,0,0,6,,,
11/1/17,Champions League,Tottenham Hotspur,Nacho,6,es ESP,CB,27-287,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,17_18,59,3,0,0.1,0.1,0,1,0,45,48,93.8,2,30,0,0,0,3,2,1,2,0,0,1,0,1,0,0,0,4,7,2,0,45,48,93.8,845,307,11,11,100,29,31,93.5,5,6,83.3,0,0,0,0,1,0,0,2,,,
11/1/17,Champions League,Tottenham Hotspur,Achraf Hakimi,19,ma MAR,"RB,WB",18-362,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,17_18,76,1,2,0,0,0.2,4,0,52,63,82.5,5,49,4,4,0,1,1,0,1,0,0,1,0,1,2,0,2,1,2,2,0,52,63,82.5,828,285,25,27,92.6,23,27,85.2,3,7,42.9,0,0.2,0.2,4,2,2,1,5,,,
11/1/17,Champions League,Tottenham Hotspur,Kiko Casilla,13,es ESP,GK,31-030,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,17_18,26,0,0,0,0,0,0,0,18,25,72,0,19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,25,72,530,347,1,1,100,11,11,100,6,13,46.2,0,0,0,0,0,0,0,0,,,
11/5/17,La Liga,Las Palmas,Karim Benzema,9,fr FRA,FW,29-321,74,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,23,0,1,0.6,0.6,0,0,0,12,18,66.7,2,16,2,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,12,18,66.7,148,36,7,10,70,2,4,50,1,1,100,0,0,0,0,0,0,0,2,,,
11/5/17,La Liga,Las Palmas,Lucas Vázquez,17,es ESP,FW,26-127,16,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,19,0,1,0,0,0,2,0,12,14,85.7,3,11,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,12,14,85.7,124,36,10,10,100,1,2,50,0,0,,0,0,0,0,0,1,0,3,,,
11/5/17,La Liga,Las Palmas,Cristiano Ronaldo,7,pt POR,FW,32-273,90,0,1,0,0,8,1,0,0,0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,53,0,0,0.4,0.4,0.8,4,1,33,42,78.6,5,25,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,42,78.6,439,67,20,23,87,8,13,61.5,2,2,100,1,0.8,0.4,3,2,1,0,5,,,
11/5/17,La Liga,Las Palmas,Marco Asensio,20,es ESP,AM,21-288,90,1,0,0,0,3,2,0,0,1,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,86,3,1,0.1,0.1,0.3,5,1,67,75,89.3,10,63,8,3,3,3,2,1,0,2,2,3,66.7,1,1,0,1,1,4,1,0,67,75,89.3,1094,202,37,37,100,19,22,86.4,8,9,88.9,0,0.3,0.2,2,10,1,1,10,,,
11/5/17,La Liga,Las Palmas,Isco,22,es ESP,LM,25-198,90,1,0,0,0,4,1,1,0,2,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,100,1,0,0.5,0.5,0.2,9,1,75,87,86.2,13,76,10,6,4,1,1,1,0,0,0,2,0,2,0,0,0,2,3,0,0,75,87,86.2,978,273,55,56,98.2,13,19,68.4,5,7,71.4,0,0.2,0.2,3,5,6,2,13,,,
11/5/17,La Liga,Las Palmas,Casemiro,14,br BRA,CM,25-255,67,1,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,44,6,0,0.2,0.2,0,4,1,28,35,80,3,27,0,1,1,6,4,1,5,0,0,1,0,1,0,0,0,1,7,1,0,28,35,80,605,125,6,7,85.7,17,17,100,3,5,60,0,0,0,1,1,0,0,3,,,
11/5/17,La Liga,Las Palmas,Marcos Llorente,18,es ESP,CM,22-279,23,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,25,1,1,0,0,0.1,3,0,22,22,100,3,18,0,1,1,1,0,0,1,0,1,1,100,0,1,0,1,0,1,0,0,22,22,100,456,119,5,5,100,11,11,100,4,4,100,0,0.1,0,1,2,0,0,3,,,
11/5/17,La Liga,Las Palmas,Toni Kroos,8,de GER,RM,27-305,77,0,0,0,0,2,1,1,0,2,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,86,1,1,0.1,0.1,0,5,0,71,81,87.7,9,56,3,2,2,1,1,0,1,0,1,3,33.3,2,1,0,1,2,3,0,0,71,81,87.7,1295,407,29,30,96.7,33,36,91.7,8,12,66.7,0,0,0.1,1,13,0,0,9,,,
11/5/17,La Liga,Las Palmas,Dani Ceballos,24,es ESP,RM,21-090,13,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,16,1,0,0,0,0.1,1,0,12,13,92.3,0,11,1,1,0,1,1,1,0,0,1,2,50,1,0,0,0,0,1,0,0,12,13,92.3,218,67,7,7,100,3,3,100,2,3,66.7,0,0.1,0.1,1,2,0,0,0,,,
11/5/17,La Liga,Las Palmas,Marcelo,12,br BRA,LB,29-177,90,0,0,0,0,2,0,0,0,1,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,94,3,0,0.1,0.1,0.1,7,0,74,83,89.2,8,48,3,0,0,3,2,1,1,1,1,1,100,0,0,0,0,1,4,3,0,74,83,89.2,966,297,44,47,93.6,20,24,83.3,3,4,75,0,0.1,0.2,1,3,3,3,8,,,
11/5/17,La Liga,Las Palmas,Sergio Ramos,4,es ESP,CB,31-220,90,0,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,90,3,0,0.1,0.1,0.2,8,1,80,84,95.2,13,50,1,1,1,3,2,2,1,0,1,4,25,3,0,0,0,5,8,0,0,80,84,95.2,1536,707,38,39,97.4,30,30,100,12,12,100,0,0.2,0.1,5,20,1,0,13,,,
11/5/17,La Liga,Las Palmas,Jesús Vallejo,3,es ESP,CB,20-304,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,63,1,0,0,0,0,1,0,46,56,82.1,3,28,1,1,1,1,1,1,0,0,0,0,,0,0,0,0,3,4,5,0,46,56,82.1,856,356,16,17,94.1,26,31,83.9,4,8,50,0,0,0,0,3,0,0,3,,,
11/5/17,La Liga,Las Palmas,Nacho,6,es ESP,RB,27-291,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,85,2,4,0,0,0.1,4,1,61,73,83.6,5,41,0,2,0,2,1,0,0,2,0,2,0,2,4,1,3,1,3,1,0,61,73,83.6,812,212,39,40,97.5,15,20,75,3,6,50,0,0.1,0.1,3,9,1,1,5,,,
11/5/17,La Liga,Las Palmas,Kiko Casilla,13,es ESP,GK,31-034,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,17_18,21,0,0,0,0,0,0,0,16,19,84.2,0,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,16,19,84.2,393,225,3,3,100,7,7,100,6,9,66.7,0,0,0,0,0,0,0,0,,,
11/18/17,La Liga,Atletico Madrid,Karim Benzema,9,fr FRA,FW,29-334,75,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,41,1,1,0,0,0,1,0,27,36,75,4,30,1,2,2,1,1,1,0,0,0,1,0,1,1,0,1,0,1,2,0,27,36,75,374,93,18,21,85.7,6,9,66.7,2,3,66.7,0,0,0,0,7,2,0,4,,,
11/18/17,La Liga,Atletico Madrid,Marco Asensio,20,es ESP,FW,21-301,15,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,12,1,0,0,0,0.2,3,0,11,12,91.7,2,8,1,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,11,12,91.7,172,46,8,8,100,2,2,100,1,1,100,0,0.2,0,2,1,1,0,2,,,
11/18/17,La Liga,Atletico Madrid,Cristiano Ronaldo,7,pt POR,FW,32-286,90,0,0,0,0,7,2,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,42,0,1,0.6,0.6,0.3,4,0,23,29,79.3,5,29,3,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,23,29,79.3,287,64,14,16,87.5,5,6,83.3,1,2,50,0,0.3,0.2,2,1,3,0,5,,,
11/18/17,La Liga,Atletico Madrid,Isco,22,es ESP,AM,25-211,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,101,6,0,0,0,0,3,0,71,86,82.6,14,89,10,7,6,6,4,2,2,2,2,3,66.7,1,0,0,0,0,6,0,0,71,86,82.6,1145,329,36,39,92.3,24,29,82.8,6,9,66.7,0,0,0.1,1,7,3,0,14,,,
11/18/17,La Liga,Atletico Madrid,Toni Kroos,8,de GER,LM,27-318,90,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,109,2,1,0.3,0.3,0,6,0,83,94,88.3,9,58,5,5,5,2,1,2,0,0,1,2,50,1,1,1,0,1,3,1,0,83,94,88.3,1122,307,49,50,98,23,28,82.1,4,6,66.7,0,0,0.1,1,5,2,0,9,,,
11/18/17,La Liga,Atletico Madrid,Casemiro,14,br BRA,CM,25-268,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,89,3,2,0,0,0.5,1,0,66,73,90.4,5,45,0,0,0,3,3,2,0,1,3,4,75,1,2,0,2,3,6,4,0,66,73,90.4,1141,409,35,35,100,23,28,82.1,7,9,77.8,0,0.5,0.2,1,7,1,0,5,,,
11/18/17,La Liga,Atletico Madrid,Luka Modrić,10,hr CRO,RM,32-070,90,0,0,0,0,3,0,0,0,3,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,90,4,1,0.1,0.1,0.1,1,0,68,77,88.3,10,69,1,3,2,4,4,2,1,1,2,5,40,3,1,0,1,3,7,0,0,68,77,88.3,1233,285,34,36,94.4,23,29,79.3,8,9,88.9,0,0.1,0.1,1,9,1,0,10,,,
11/18/17,La Liga,Atletico Madrid,Marcelo,12,br BRA,LB,29-190,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,101,2,0,0,0,0.2,3,0,74,93,79.6,12,77,1,6,3,2,2,1,0,1,1,2,50,1,0,0,0,2,4,2,0,74,93,79.6,1085,396,46,51,90.2,20,28,71.4,7,12,58.3,0,0.2,0.1,1,9,2,0,12,,,
11/18/17,La Liga,Atletico Madrid,Sergio Ramos,4,es ESP,CB,31-233,45,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,52,2,1,0.5,0.5,0,0,0,42,46,91.3,2,35,0,0,0,2,1,0,2,0,1,2,50,1,1,1,0,0,2,2,0,42,46,91.3,780,369,21,22,95.5,16,16,100,5,8,62.5,0,0,0,0,4,0,0,2,,,
11/18/17,La Liga,Atletico Madrid,Nacho,6,es ESP,CB,27-304,45,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,32,1,0,0,0,0,0,0,21,24,87.5,1,18,0,0,0,1,0,0,1,0,1,2,50,1,0,0,0,0,1,7,0,21,24,87.5,388,114,8,8,100,8,9,88.9,4,6,66.7,0,0,0,0,1,0,0,1,,,
11/18/17,La Liga,Atletico Madrid,Raphaël Varane,5,fr FRA,CB,24-207,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,51,0,2,0,0,0,0,0,42,44,95.5,2,34,1,1,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,5,1,42,44,95.5,825,249,17,18,94.4,14,15,93.3,8,8,100,0,0,0,0,4,0,0,2,,,
11/18/17,La Liga,Atletico Madrid,Dani Carvajal,2,es ESP,RB,25-311,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,94,3,2,0,0,0.1,2,0,69,84,82.1,5,52,4,2,0,3,2,1,1,1,2,3,66.7,1,2,0,2,1,4,0,0,69,84,82.1,1022,187,41,43,95.3,21,27,77.8,4,8,50,0,0.1,0.1,1,2,1,0,5,,,
11/18/17,La Liga,Atletico Madrid,Kiko Casilla,13,es ESP,GK,31-047,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,17_18,29,0,0,0,0,0,0,0,26,29,89.7,0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,29,89.7,772,554,4,4,100,11,11,100,10,13,76.9,0,0,0,0,0,0,0,0,,,
11/21/17,Champions League,Apoel Fc,Cristiano Ronaldo,7,pt POR,FW,32-289,90,2,1,0,0,8,3,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,37,0,2,0.9,0.9,0.5,8,3,18,24,75,1,33,5,1,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,18,24,75,198,28,12,15,80,3,5,60,1,1,100,1,0.5,0.1,1,1,0,0,1,,,
11/21/17,Champions League,Apoel Fc,Karim Benzema,9,fr FRA,FW,29-337,63,2,0,0,0,2,2,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,31,0,1,0.9,0.9,0.3,3,0,23,25,92,3,26,3,3,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,23,25,92,335,100,15,15,100,7,8,87.5,1,1,100,0,0.3,0.1,3,3,2,1,3,,,
11/21/17,Champions League,Apoel Fc,Borja Mayoral,21,es ESP,FW,20-230,27,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,16,0,0,0.9,0.9,0,1,0,12,13,92.3,1,12,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,12,13,92.3,155,22,8,8,100,4,4,100,0,1,0,0,0,0,1,2,0,0,1,,,
11/21/17,Champions League,Apoel Fc,Marco Asensio,20,es ESP,LM,21-304,90,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,96,1,1,0.1,0.1,0.2,6,1,76,90,84.4,10,74,9,6,4,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,76,90,84.4,1173,258,39,43,90.7,28,34,82.4,6,6,100,0,0.2,0.2,2,4,2,1,10,,,
11/21/17,Champions League,Apoel Fc,Toni Kroos,8,de GER,CM,27-321,57,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,57,0,0,0,0,0.5,3,1,52,56,92.9,6,49,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,52,56,92.9,1131,467,19,19,100,20,22,90.9,13,14,92.9,1,0.5,0.4,2,10,0,0,6,,,
11/21/17,Champions League,Apoel Fc,Dani Ceballos,24,es ESP,CM,21-106,33,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,48,0,0,0.1,0.1,0,1,0,40,46,87,4,42,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40,46,87,581,165,21,23,91.3,14,15,93.3,2,3,66.7,0,0,0,0,5,0,0,4,,,
11/21/17,Champions League,Apoel Fc,Luka Modrić,10,hr CRO,CM,32-073,90,1,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,99,1,1,0,0,0,2,1,79,89,88.8,9,83,2,4,3,1,0,1,0,0,0,1,0,1,1,0,1,5,6,0,0,79,89,88.8,1455,488,27,30,90,42,44,95.5,8,12,66.7,0,0,0,0,8,0,0,9,,,
11/21/17,Champions League,Apoel Fc,Lucas Vázquez,17,es ESP,RM,26-143,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,69,3,1,0,0,0,2,1,53,60,88.3,9,51,6,4,3,3,0,1,2,0,0,0,,0,1,0,1,1,4,1,0,53,60,88.3,717,175,31,36,86.1,13,13,100,4,5,80,0,0,0.4,1,6,3,1,9,,,
11/21/17,Champions League,Apoel Fc,Marcelo,12,br BRA,LB,29-193,57,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,57,0,0,0,0,0.5,2,1,46,54,85.2,2,48,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,54,85.2,686,202,22,24,91.7,18,21,85.7,3,6,50,1,0.5,0.4,2,3,2,2,2,,,
11/21/17,Champions League,Apoel Fc,Theo Hernández,15,fr FRA,LB,20-046,33,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,27,1,0,0,0,0.9,1,0,24,26,92.3,3,20,2,0,0,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0,24,26,92.3,318,78,16,16,100,6,8,75,1,1,100,0,0.9,0.7,1,2,0,0,3,,,
11/21/17,Champions League,Apoel Fc,Nacho,6,es ESP,CB,27-307,90,1,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,77,2,0,0.7,0.7,0,0,0,63,68,92.6,0,57,0,1,0,2,2,0,2,0,1,1,100,0,0,0,0,1,3,3,0,63,68,92.6,1292,498,25,25,100,29,30,96.7,9,10,90,0,0,0,0,3,0,0,0,,,
11/21/17,Champions League,Apoel Fc,Raphaël Varane,5,fr FRA,CB,24-210,90,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,87,0,0,0.1,0.1,0.1,4,1,73,78,93.6,6,67,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,73,78,93.6,1437,514,28,31,90.3,35,36,97.2,10,10,100,1,0.1,0,1,2,1,0,6,,,
11/21/17,Champions League,Apoel Fc,Dani Carvajal,2,es ESP,RB,25-314,90,0,0,0,0,2,1,1,0,3,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,95,4,5,0.1,0.1,0,0,0,66,80,82.5,5,62,3,3,2,4,3,1,1,2,2,3,66.7,1,5,3,2,3,7,1,0,66,80,82.5,1085,272,35,40,87.5,26,32,81.3,5,8,62.5,0,0,0.1,0,5,1,0,5,,,
11/21/17,Champions League,Apoel Fc,Kiko Casilla,13,es ESP,GK,31-050,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,17_18,32,0,0,0,0,0,0,0,26,30,86.7,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,26,30,86.7,675,457,4,4,100,17,17,100,5,9,55.6,0,0,0,0,0,0,0,0,,,
11/25/17,La Liga,Malaga,Cristiano Ronaldo,7,pt POR,FW,32-293,90,1,0,0,1,6,3,0,0,1,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,45,0,0,1.4,0.5,0,4,2,26,32,81.3,7,29,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,26,32,81.3,391,69,12,15,80,14,17,82.4,0,0,,0,0,0,0,3,0,0,7,,,
11/25/17,La Liga,Malaga,Karim Benzema,9,fr FRA,FW,29-341,88,1,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,33,1,0,1.1,1.1,0.1,1,0,22,29,75.9,1,21,2,2,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,22,29,75.9,310,40,13,16,81.3,6,7,85.7,1,2,50,0,0.1,0,1,0,0,0,1,,,
11/25/17,La Liga,Malaga,Borja Mayoral,21,es ESP,FW,20-234,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,2,0,0,0,0,0,0,0,2,2,100,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,22,2,2,2,100,0,0,,0,0,,0,0,0,0,1,0,0,0,,,
11/25/17,La Liga,Malaga,Isco,22,es ESP,AM,25-218,61,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,54,0,0,0,0,0,1,0,44,46,95.7,5,44,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,44,46,95.7,793,169,21,22,95.5,13,14,92.9,8,8,100,0,0,0,0,6,2,0,5,,,
11/25/17,La Liga,Malaga,Luka Modrić,10,hr CRO,AM,32-077,29,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,23,0,0,0,0,0,1,0,20,22,90.9,5,19,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,22,90.9,360,120,10,10,100,8,9,88.9,2,3,66.7,0,0,0,0,4,1,0,5,,,
11/25/17,La Liga,Malaga,Toni Kroos,8,de GER,LM,27-325,80,0,1,0,0,1,1,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,83,6,1,0.1,0.1,0.5,9,1,60,69,87,10,58,2,3,0,6,2,3,3,0,1,1,100,0,1,0,1,0,6,1,1,60,69,87,1302,514,20,21,95.2,27,29,93.1,13,18,72.2,1,0.5,0.3,5,12,3,1,10,,,
11/25/17,La Liga,Malaga,Theo Hernández,15,fr FRA,LM,20-050,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,7,0,0,0,0,0,0,0,4,7,57.1,0,4,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,7,57.1,44,7,3,5,60,1,2,50,0,0,,0,0,0,0,0,0,0,0,,,
11/25/17,La Liga,Malaga,Lucas Vázquez,17,es ESP,RM,26-147,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,58,3,1,0.1,0.1,0.1,4,0,34,43,79.1,5,42,3,2,1,3,0,1,0,2,1,2,50,1,1,0,1,0,3,1,0,34,43,79.1,482,148,20,21,95.2,11,15,73.3,2,3,66.7,0,0.1,0.4,1,2,3,1,5,,,
11/25/17,La Liga,Malaga,Casemiro,14,br BRA,DM,25-275,90,1,0,0,0,2,1,0,0,2,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,62,6,0,0.1,0.1,0,3,1,41,47,87.2,6,42,0,1,0,6,5,4,2,0,1,1,100,0,0,0,0,2,8,1,0,41,47,87.2,813,282,15,18,83.3,18,20,90,6,6,100,0,0,0,0,5,1,0,6,,,
11/25/17,La Liga,Malaga,Marcelo,12,br BRA,LB,29-197,90,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,17_18,85,1,2,0,0,0.2,5,0,65,78,83.3,13,62,5,1,1,1,0,0,1,0,0,1,0,1,2,0,2,2,3,0,0,65,78,83.3,1116,472,29,30,96.7,24,29,82.8,7,12,58.3,0,0.2,0.5,2,12,2,2,13,,,
