Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Int,Match URL,Season,Touches,Tkl,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA,1/3,Gls_per90,Ast_per90,Sh_per90,SoT_per90,PosGroup,Def_Action_Rate,Creativity_Index,Composite_Score,Composite_Score_roll3
2025-03-09,La Liga,Rayo Vallecano,Lucas Vázquez,17.0,es ESP,RB,33-251,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/d8d672fa/Real-Madrid-Rayo-Vallecano-March-9-2025-La-Liga,2025.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,54.0,88.9,2.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,48.0,54.0,88.9,709.0,231.0,27.0,29.0,93.1,16.0,17.0,94.1,3.0,6.0,50.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,1.0,0.0,0.0,0.0,0.0,DF,2.0,0.0,0.0,0.13333333333333322
2025-03-12,Champions League,Atletico Madrid,Lucas Vázquez,17.0,es ESP,RB,33-254,56.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,https://fbref.com/en/matches/152a656a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-March-12-2025-Champions-League,2025.0,66.0,3.0,1.0,0.1,0.1,0.0,3.0,0.0,51.0,59.0,86.4,3.0,44.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,51.0,59.0,86.4,725.0,210.0,28.0,30.0,93.3,12.0,15.0,80.0,4.0,6.0,66.7,0.0,0.2,2.0,,1.0,0.0,3.0,,,3.0,0.0,0.0,3.214285714285714,1.607142857142857,DF,4.821428571428571,3.214285714285714,0.8035714285714286,0.3345238095238094
2025-03-15,La Liga,Villarreal,Lucas Vázquez,17.0,es ESP,RB,33-257,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,https://fbref.com/en/matches/4106e75f/Villarreal-Real-Madrid-March-15-2025-La-Liga,2025.0,69.0,1.0,2.0,0.0,0.0,0.2,4.0,1.0,50.0,56.0,89.3,3.0,39.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,3.0,5.0,0.0,50.0,56.0,89.3,764.0,252.0,25.0,25.0,100.0,22.0,24.0,91.7,1.0,2.0,50.0,0.2,0.1,2.0,,0.0,0.0,3.0,,,5.0,0.0,1.0,1.0,0.0,DF,8.0,2.2,0.5000000000000001,0.4345238095238095
2025-03-29,La Liga,Leganes,Lucas Vázquez,17.0,es ESP,RB,33-271,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/02169120/Real-Madrid-Leganes-March-29-2025-La-Liga,2025.0,71.0,0.0,2.0,0.0,0.0,0.1,5.0,0.0,61.0,64.0,95.3,8.0,52.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,61.0,64.0,95.3,841.0,176.0,38.0,40.0,95.0,22.0,22.0,100.0,1.0,1.0,100.0,0.1,0.3,2.0,,4.0,0.0,8.0,,,2.0,0.0,0.0,0.0,0.0,DF,0.0,2.6619718309859155,0.0,0.4345238095238095
2025-04-05,La Liga,Valencia,Lucas Vázquez,17.0,es ESP,RB,33-278,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/59db0a32/Real-Madrid-Valencia-April-5-2025-La-Liga,2025.0,75.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,67.0,83.6,6.0,58.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,3.0,0.0,0.0,56.0,67.0,83.6,812.0,151.0,34.0,38.0,89.5,17.0,20.0,85.0,3.0,4.0,75.0,0.0,0.1,0.0,,2.0,0.0,6.0,,,3.0,0.0,0.0,0.0,0.0,DF,3.214285714285714,0.0,0.0,0.16666666666666655
2025-04-08,Champions League,Arsenal,Lucas Vázquez,17.0,es ESP,RB,33-281,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/bbf76516/Arsenal-Real-Madrid-April-8-2025-Champions-League,2025.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,154.0,19.0,5.0,5.0,100.0,3.0,4.0,75.0,1.0,3.0,33.3,0.0,0.0,0.0,,0.0,0.0,2.0,,,2.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,0.0
2025-04-13,La Liga,Alaves,Lucas Vázquez,17.0,es ESP,RB,33-286,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,https://fbref.com/en/matches/988deece/Alaves-Real-Madrid-April-13-2025-La-Liga,2025.0,52.0,3.0,0.0,0.0,0.0,0.1,2.0,0.0,40.0,46.0,87.0,2.0,33.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,40.0,46.0,87.0,611.0,144.0,23.0,23.0,100.0,17.0,18.0,94.4,0.0,3.0,0.0,0.1,0.0,2.0,,0.0,0.0,2.0,,,2.0,0.0,0.0,1.0,0.0,DF,6.0,2.1,0.20000000000000004,0.06666666666666653
2025-04-16,Champions League,Arsenal,Lucas Vázquez,17.0,es ESP,RB,33-289,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/b3039bb2/Real-Madrid-Arsenal-April-16-2025-Champions-League,2025.0,48.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,33.0,39.0,84.6,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,39.0,84.6,587.0,133.0,17.0,18.0,94.4,14.0,17.0,82.4,2.0,4.0,50.0,0.0,0.1,1.0,,2.0,1.0,5.0,,,3.0,0.0,0.0,4.5,0.0,DF,4.5,1.5,0.9000000000000001,0.36666666666666653
2025-04-23,La Liga,Getafe,Lucas Vázquez,17.0,es ESP,RB,33-296,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/5ae33594/Getafe-Real-Madrid-April-23-2025-La-Liga,2025.0,74.0,4.0,3.0,0.0,0.0,0.1,4.0,0.0,52.0,63.0,82.5,1.0,32.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,4.0,5.0,0.0,52.0,63.0,82.5,688.0,154.0,30.0,32.0,93.8,16.0,23.0,69.6,2.0,2.0,100.0,0.1,0.0,1.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,DF,9.0,1.1,0.0,0.36666666666666653
2025-05-04,La Liga,Celta Vigo,Lucas Vázquez,17.0,es ESP,RB,33-307,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/08e02efc/Real-Madrid-Celta-Vigo-May-4-2025-La-Liga,2025.0,76.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,61.0,70.0,87.1,3.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,3.0,0.0,0.0,0.0,61.0,70.0,87.1,899.0,255.0,38.0,40.0,95.0,20.0,25.0,80.0,3.0,4.0,75.0,0.0,0.0,1.0,,1.0,0.0,3.0,,,4.0,0.0,1.0,0.0,0.0,DF,0.0,1.0,0.30000000000000004,0.3999999999999999
2025-05-11,La Liga,Clasico Barcelona,Lucas Vázquez,17.0,es ESP,RB,33-314,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/f1804d9c/El-Clasico-Barcelona-Real-Madrid-May-11-2025-La-Liga,2025.0,46.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,36.0,86.1,3.0,18.0,0.0,1.0,1.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,2.0,1.0,31.0,36.0,86.1,402.0,175.0,22.0,23.0,95.7,9.0,11.0,81.8,0.0,2.0,0.0,0.0,0.0,1.0,,2.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,DF,7.590361445783132,1.0843373493975905,0.0,0.09999999999999987
2025-05-24,La Liga,Real Sociedad,Lucas Vázquez,17.0,es ESP,RB,33-327,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/14179de8/Real-Madrid-Real-Sociedad-May-24-2025-La-Liga,2025.0,59.0,1.0,2.0,0.1,0.1,0.0,1.0,0.0,42.0,49.0,85.7,1.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,42.0,49.0,85.7,610.0,116.0,22.0,26.0,84.6,19.0,20.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,1.0,0.0,0.0,1.1842105263157894,0.0,DF,3.552631578947368,0.0,0.2368421052631579,0.17894736842105252
2019-08-24,La Liga,Valladolid,Luka Jović,18.0,rs SRB,RM,21-244,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga,2019.0,10.0,0.0,0.0,0.1,0.1,0.0,,,8.0,8.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,99.0,29.0,7.0,7.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.9130434782608696,0.0,OTH,0.0,0.0,0.7826086956521741,0.7826086956521741
2019-09-01,La Liga,Villarreal,Luka Jović,18.0,rs SRB,FW,21-252,67.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga,2019.0,29.0,0.0,0.0,0.1,0.1,0.0,,,18.0,23.0,78.3,3.0,21.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,78.3,241.0,30.0,12.0,14.0,85.7,5.0,8.0,62.5,1.0,1.0,100.0,0.0,0.1,0.0,1.0,0.0,0.0,3.0,2.0,1.0,,0.0,0.0,2.6865671641791042,0.0,FW,0.0,0.0,0.537313432835821,0.6599610642439975
2019-09-18,Champions League,Paris Saint Germain,Luka Jović,18.0,rs SRB,FW,21-269,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/29e6ad42/Paris-Saint-Germain-Real-Madrid-September-18-2019-Champions-League,2019.0,5.0,0.0,0.0,0.1,0.1,0.0,,,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,28.0,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.285714285714286,0.0,FW,0.0,0.0,0.8571428571428573,0.7256883285436174
2019-09-25,La Liga,Osasuna,Luka Jović,18.0,rs SRB,FW,21-276,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,https://fbref.com/en/matches/7ffc194c/Real-Madrid-Osasuna-September-25-2019-La-Liga,2019.0,34.0,1.0,0.0,1.0,1.0,0.4,,,15.0,21.0,71.4,1.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,21.0,71.4,225.0,14.0,9.0,11.0,81.8,5.0,8.0,62.5,1.0,1.0,100.0,0.4,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,4.0,0.0,FW,3.0,2.4,0.8000000000000002,0.7314854299928929
2019-10-19,La Liga,Mallorca,Luka Jović,18.0,rs SRB,FW,21-300,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,2019.0,27.0,0.0,1.0,0.0,0.0,0.0,,,21.0,24.0,87.5,2.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,24.0,87.5,221.0,34.0,15.0,16.0,93.8,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,0.5523809523809525
2019-10-30,La Liga,Leganes,Luka Jović,18.0,rs SRB,FW,21-311,21.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,2019.0,12.0,0.0,0.0,0.8,0.8,0.0,,,8.0,8.0,100.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,157.0,45.0,2.0,2.0,100.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,4.285714285714286,0.0,12.857142857142856,8.571428571428571,FW,0.0,0.0,5.142857142857143,1.980952380952381
2019-12-11,Champions League,Club Brugge,Luka Jović,18.0,rs SRB,FW,21-353,76.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/a3e85342/Club-Brugge-Real-Madrid-December-11-2019-Champions-League,2019.0,34.0,0.0,0.0,0.3,0.3,0.2,,,20.0,28.0,71.4,2.0,23.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,28.0,71.4,395.0,40.0,11.0,13.0,84.6,5.0,8.0,62.5,4.0,4.0,100.0,0.2,0.1,1.0,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.1842105263157894,1.1842105263157894,FW,2.3684210526315788,1.4210526315789473,0.3552631578947369,1.8327067669172938
2019-12-22,La Liga,Athletic Club,Luka Jović,18.0,rs SRB,FW,21-364,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/8149f9db/Real-Madrid-Athletic-Club-December-22-2019-La-Liga,2019.0,9.0,1.0,0.0,0.1,0.1,0.0,,,5.0,7.0,71.4,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,71.4,81.0,12.0,2.0,2.0,100.0,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,4.7368421052631575,0.0,FW,4.7368421052631575,0.0,0.9473684210526316,2.1484962406015042
2020-01-18,La Liga,Sevilla,Luka Jović,18.0,rs SRB,FW,22-026,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/1a4ee6ce/Real-Madrid-Sevilla-January-18-2020-La-Liga,2020.0,21.0,0.0,0.0,0.1,0.1,0.5,,,14.0,18.0,77.8,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,77.8,173.0,8.0,10.0,12.0,83.3,4.0,5.0,80.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.4754098360655739,1.4754098360655739,0.0,FW,0.0,2.2131147540983607,0.737704918032787,0.6801121656600522
2020-07-19,La Liga,Leganes,Luka Jović,18.0,rs SRB,FW,22-209,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/7cdb5230/Leganes-Real-Madrid-July-19-2020-La-Liga,2020.0,9.0,0.0,0.0,0.0,0.0,0.1,,,6.0,7.0,85.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,77.0,10.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,,0.1,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,FW,0.0,3.3,0.0,0.5616911130284732
2020-09-26,La Liga,Real Betis,Luka Jović,18.0,rs SRB,FW,22-278,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga,2020.0,13.0,0.0,0.0,0.0,0.0,0.0,,,6.0,11.0,54.5,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,54.5,62.0,0.0,5.0,7.0,71.4,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,0.24590163934426265
2020-09-30,La Liga,Valladolid,Luka Jović,18.0,rs SRB,FW,22-282,57.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga,2020.0,27.0,0.0,0.0,0.6,0.6,0.1,,,20.0,22.0,90.9,0.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,90.9,267.0,13.0,14.0,15.0,93.3,5.0,5.0,100.0,1.0,1.0,100.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,4.7368421052631575,1.5789473684210527,FW,0.0,1.736842105263158,1.105263157894737,0.36842105263157926
2020-10-21,Champions League,Shakhtar Donetsk,Luka Jović,18.0,rs SRB,FW,22-303,58.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/c4002b86/Real-Madrid-Shakhtar-Donetsk-October-21-2020-Champions-League,2020.0,16.0,1.0,0.0,0.3,0.3,0.0,,,11.0,13.0,84.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,84.6,146.0,0.0,7.0,7.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.103448275862069,1.5517241379310345,FW,1.5517241379310345,0.0,0.7758620689655173,0.6270417422867517
2021-09-28,Champions League,Sheriff Tiraspol,Luka Jović,16.0,rs SRB,RW,23-279,25.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/13aec4c5/Real-Madrid-Sheriff-Tiraspol-September-28-2021-Champions-League,2021.0,16.0,0.0,0.0,0.3,0.3,0.0,,,9.0,9.0,100.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,99.0,10.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,7.2,0.0,FW,0.0,0.0,1.4400000000000004,1.1070417422867518
2021-10-03,La Liga,Espanyol,Luka Jović,16.0,rs SRB,"FW,LM",23-284,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/7af1aac6/Espanyol-Real-Madrid-October-3-2021-La-Liga,2021.0,5.0,0.0,0.0,0.0,0.0,0.2,,,2.0,3.0,66.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,70.0,20.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,3.0,0.0,0.0,FW,0.0,3.6,0.9,1.0386206896551728
2021-12-04,La Liga,Real Sociedad,Luka Jović,16.0,rs SRB,FW,23-346,74.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/428cdc1d/Real-Sociedad-Real-Madrid-December-4-2021-La-Liga,2021.0,30.0,0.0,0.0,0.3,0.3,0.5,,,16.0,18.0,88.9,3.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,88.9,249.0,52.0,11.0,13.0,84.6,4.0,4.0,100.0,1.0,1.0,100.0,0.5,0.2,3.0,0.0,1.0,0.0,3.0,3.0,1.0,,1.2162162162162162,1.2162162162162162,1.2162162162162162,1.2162162162162162,FW,1.2162162162162162,4.256756756756757,1.2162162162162165,1.185405405405406
2021-12-07,Champions League,Internazionale,Luka Jović,16.0,rs SRB,FW,23-349,77.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/77861aa9/Real-Madrid-Internazionale-December-7-2021-Champions-League,2021.0,27.0,0.0,0.0,0.6,0.6,0.1,,,21.0,24.0,87.5,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,87.5,324.0,29.0,9.0,11.0,81.8,8.0,9.0,88.9,2.0,2.0,100.0,0.1,0.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,,0.0,0.0,2.337662337662338,1.168831168831169,FW,0.0,2.4545454545454546,0.5844155844155846,0.9002106002106006
2021-12-12,La Liga,Atletico Madrid,Luka Jović,16.0,rs SRB,FW,23-354,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/ee4158be/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-December-12-2021-La-Liga,2021.0,19.0,0.0,0.0,0.0,0.0,0.0,,,6.0,8.0,75.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,75.0,60.0,20.0,5.0,6.0,83.3,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,FW,2.0,0.0,0.0,0.6002106002106006
2021-12-19,La Liga,Cadiz,Luka Jović,16.0,rs SRB,FW,23-361,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/e4557ea7/Real-Madrid-Cadiz-December-19-2021-La-Liga,2021.0,8.0,0.0,0.0,0.1,0.1,0.0,,,3.0,5.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,19.0,0.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,8.571428571428571,0.0,FW,0.0,0.0,1.7142857142857146,0.7662337662337667
2022-01-23,La Liga,Elche,Luka Jović,16.0,rs SRB,FW,24-031,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/769d70ff/Real-Madrid-Elche-January-23-2022-La-Liga,2022.0,6.0,0.0,0.0,0.0,0.0,0.0,,,5.0,6.0,83.3,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,49.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,0.5714285714285717
2022-02-06,La Liga,Granada,Luka Jović,16.0,rs SRB,FW,24-045,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/512df29d/Real-Madrid-Granada-February-6-2022-La-Liga,2022.0,9.0,0.0,0.0,0.5,0.5,0.0,,,3.0,3.0,100.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,35.0,3.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,13.846153846153847,0.0,FW,3.4615384615384617,0.0,2.76923076923077,1.4945054945054952
2022-02-12,La Liga,Villarreal,Luka Jović,16.0,rs SRB,FW,24-051,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/07873dc8/Villarreal-Real-Madrid-February-12-2022-La-Liga,2022.0,2.0,0.0,0.0,0.3,0.3,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,5.294117647058823,0.0,FW,0.0,0.0,1.058823529411765,1.2760180995475119
