Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
4/25/18,Champions League,Bayern Munich,Casemiro,14,br BRA,"DM,CM",26-061,82,0,0,0,0,0,0,1,0,3,44,2,2,0,0,0,0,0,31,35,88.6,1,25,0,1,1,2,2,2,0,0,1,4,25,3,2,0,2,3,5,2,0,31,35,88.6,436,105,21,22,95.5,7,7,100,2,4,50,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Mateo Kovačić,23,hr CRO,CM,23-354,8,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,50,0,2,0,4,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,2,50,9,0,1,1,100,0,1,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Marcelo,12,br BRA,LB,29-348,90,1,0,0,0,1,1,0,0,0,70,2,1,0,0,0,0,0,46,58,79.3,5,35,2,1,1,2,1,1,1,0,0,0,,0,1,0,1,0,2,5,0,46,58,79.3,721,342,29,33,87.9,12,14,85.7,5,8,62.5,0,0,0.1,0,5,2,0,5,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Sergio Ramos,4,es ESP,CB,32-026,90,0,0,0,0,0,0,0,0,3,63,0,5,0,0,0,1,1,38,48,79.2,4,40,2,2,2,0,0,0,0,0,0,0,,0,5,2,3,3,3,5,0,38,48,79.2,780,273,12,14,85.7,17,21,81,7,10,70,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Raphaël Varane,5,fr FRA,CB,25-000,90,0,0,0,0,0,0,0,0,1,51,4,4,0,0,0,0,0,27,35,77.1,0,29,0,0,0,4,3,3,1,0,2,2,100,0,4,3,1,1,5,6,0,27,35,77.1,513,191,8,9,88.9,18,20,90,1,6,16.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Dani Carvajal,2,es ESP,RB,26-104,66,0,1,0,0,1,1,0,0,2,58,1,2,0,0,0,3,1,39,45,86.7,3,34,0,0,0,1,1,0,0,1,0,0,,0,2,1,1,2,3,1,0,39,45,86.7,665,109,21,23,91.3,14,15,93.3,4,5,80,1,0,0,1,2,1,0,3,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Karim Benzema,9,fr FRA,FW,30-127,24,0,0,0,0,1,1,0,0,0,8,0,0,0.1,0.1,0,1,0,4,7,57.1,0,7,2,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,7,57.1,25,0,4,5,80,0,1,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Keylor Navas,1,cr CRC,GK,31-131,90,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,13,26,50,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,13,26,50,397,217,3,3,100,5,5,100,5,17,29.4,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/28/18,La Liga,Leganes,Karim Benzema,9,fr FRA,FW,30-130,61,0,0,0,0,1,0,0,0,2,36,2,0,0.1,0.1,0,2,1,23,29,79.3,2,32,3,1,1,2,1,0,0,2,1,2,50,1,0,0,0,2,4,0,0,23,29,79.3,282,52,10,13,76.9,6,8,75,1,1,100,0,0,0,1,4,0,0,2,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Marco Asensio,20,es ESP,LW,22-097,29,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.1,1,0,7,8,87.5,0,8,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,8,87.5,99,4,2,2,100,4,5,80,0,0,,0,0.1,0,1,0,0,0,0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Borja Mayoral,21,es ESP,FW,21-023,90,1,0,0,0,2,1,0,0,0,38,1,1,0.7,0.7,0,0,0,23,30,76.7,0,27,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,23,30,76.7,248,21,15,20,75,4,5,80,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Dani Ceballos,24,es ESP,"LM,AM",21-264,90,0,0,0,0,2,1,0,0,1,87,0,1,0.1,0.1,0.1,8,1,68,77,88.3,5,74,2,5,2,0,0,0,0,0,0,5,0,5,1,0,1,1,1,0,0,68,77,88.3,1031,244,36,40,90,17,19,89.5,8,9,88.9,0,0.1,0,1,6,0,0,5,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Mateo Kovačić,23,hr CRO,CM,23-357,61,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,2,0,62,65,95.4,4,63,5,3,3,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,62,65,95.4,1046,281,31,31,100,25,26,96.2,4,6,66.7,0,0,0,0,4,1,0,4,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Toni Kroos,8,de GER,DM,28-114,29,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,23,26,88.5,1,23,3,1,1,1,0,1,0,0,1,1,100,0,1,0,1,0,1,1,0,23,26,88.5,462,86,11,13,84.6,8,9,88.9,4,4,100,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Marcos Llorente,18,es ESP,"CM,DM",23-088,90,0,0,0,0,0,0,0,0,0,68,1,2,0,0,0,1,0,58,62,93.5,4,53,3,5,4,1,1,1,0,0,1,1,100,0,2,0,2,0,1,2,0,58,62,93.5,863,218,27,28,96.4,23,23,100,3,5,60,0,0,0,0,5,0,0,4,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Gareth Bale,11,wls WAL,"RM,RW",28-286,90,1,0,0,0,6,1,0,0,0,61,2,2,0.9,0.9,0.1,3,0,35,47,74.5,4,44,2,2,1,2,2,2,0,0,0,2,0,2,2,0,2,0,2,0,0,35,47,74.5,588,145,15,22,68.2,13,15,86.7,4,6,66.7,0,0.1,0.1,2,3,1,0,4,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Theo Hernández,15,fr FRA,LB,20-204,90,0,0,0,0,0,0,0,0,4,74,3,1,0,0,0,1,1,50,60,83.3,5,49,6,3,2,3,2,3,0,0,1,4,25,3,1,0,1,4,7,3,0,50,60,83.3,820,177,29,31,93.5,11,13,84.6,6,10,60,0,0,0,0,5,1,0,5,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Casemiro,14,br BRA,CB,26-064,90,0,0,0,0,1,1,0,0,1,68,2,3,0.1,0.1,0,0,0,43,54,79.6,2,46,0,1,1,2,1,2,0,0,0,1,0,1,3,2,1,1,3,6,0,43,54,79.6,904,356,16,16,100,16,20,80,9,14,64.3,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Jesús Vallejo,3,es ESP,CB,21-113,90,0,0,0,0,0,0,0,0,2,77,1,1,0,0,0,0,0,61,68,89.7,6,57,0,1,1,1,0,1,0,0,0,2,0,2,1,1,0,2,3,6,0,61,68,89.7,1237,570,21,23,91.3,31,32,96.9,9,12,75,0,0,0,0,1,0,0,6,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Achraf Hakimi,19,ma MAR,RB,19-175,90,0,0,0,0,0,0,0,0,1,71,2,0,0,0,0.2,3,0,48,61,78.7,3,56,9,8,6,2,2,2,0,0,0,1,0,1,0,0,0,1,3,2,0,48,61,78.7,652,227,27,29,93.1,15,19,78.9,3,8,37.5,0,0.2,0.3,2,3,2,2,3,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
4/28/18,La Liga,Leganes,Kiko Casilla,13,es ESP,GK,31-208,90,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,31,43,72.1,0,30,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31,43,72.1,959,624,1,1,100,15,16,93.8,15,26,57.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga
5/1/18,Champions League,Bayern Munich,Cristiano Ronaldo,7,pt POR,FW,33-085,90,0,0,0,0,5,1,0,0,1,32,1,0,0.7,0.7,0,2,0,13,21,61.9,3,17,3,2,1,1,1,0,1,0,0,0,,0,0,0,0,1,2,3,0,13,21,61.9,144,46,7,11,63.6,3,5,60,0,0,,0,0,0,0,1,1,0,3,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Karim Benzema,9,fr FRA,FW,30-133,71,2,0,0,0,2,2,0,0,0,41,1,0,1,1,0.1,2,0,24,32,75,2,28,4,4,4,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0,24,32,75,262,59,17,21,81,3,3,100,1,1,100,0,0.1,0.2,2,1,1,0,2,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Gareth Bale,11,wls WAL,"FW,LM",28-289,19,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,5,7,71.4,1,4,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,5,7,71.4,64,28,2,2,100,2,2,100,0,2,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Marco Asensio,20,es ESP,LM,22-100,87,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,1,0,32,36,88.9,1,35,4,2,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,32,36,88.9,456,98,22,24,91.7,8,8,100,2,3,66.7,0,0,0.1,1,2,0,0,1,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Nacho,6,es ESP,"RB,RM",28-103,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2,50,6,6,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Toni Kroos,8,de GER,"CM,FW",28-117,90,0,0,0,0,0,0,0,0,1,55,2,1,0,0,0,2,0,42,51,82.4,5,39,1,1,1,2,2,0,2,0,0,3,0,3,1,0,1,1,3,0,0,42,51,82.4,813,246,15,18,83.3,17,18,94.4,8,13,61.5,0,0,0,0,4,0,0,5,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Mateo Kovačić,23,hr CRO,CM,23-360,72,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,2,1,37,41,90.2,4,37,2,2,2,1,1,0,1,0,1,1,100,0,0,0,0,1,2,0,0,37,41,90.2,666,111,20,22,90.9,12,13,92.3,5,5,100,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Casemiro,14,br BRA,CM,26-067,18,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,7,8,87.5,0,6,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,7,8,87.5,128,14,4,4,100,2,2,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Luka Modrić,10,hr CRO,"RM,CM",32-234,90,0,0,0,0,1,0,1,0,3,58,3,1,0,0,0.1,3,0,34,46,73.9,2,44,2,0,0,3,1,2,1,0,0,4,0,4,1,0,1,3,6,1,0,34,46,73.9,468,193,21,25,84,9,11,81.8,3,5,60,0,0.1,0,1,6,0,0,2,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Marcelo,12,br BRA,LB,29-354,90,0,1,0,0,0,0,0,0,1,54,0,2,0,0,0.8,2,1,31,46,67.4,4,38,2,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,1,1,0,31,46,67.4,464,240,18,21,85.7,7,11,63.6,4,12,33.3,1,0.8,0.5,2,4,2,1,4,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Sergio Ramos,4,es ESP,CB,32-032,90,0,0,0,0,1,0,0,0,2,50,3,1,0,0,0,0,0,25,29,86.2,0,17,0,0,0,3,3,3,0,0,1,1,100,0,1,1,0,2,5,12,1,25,29,86.2,444,157,11,13,84.6,11,11,100,3,5,60,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Raphaël Varane,5,fr FRA,CB,25-006,90,0,0,0,0,0,0,1,0,2,59,2,4,0,0,0,0,0,29,38,76.3,0,29,0,0,0,2,1,2,0,0,1,1,100,0,4,3,1,2,4,13,0,29,38,76.3,632,307,9,10,90,15,15,100,4,10,40,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Lucas Vázquez,17,es ESP,"RB,RM",26-304,90,0,0,0,0,0,0,1,0,0,70,4,1,0,0,0,2,0,46,54,85.2,1,45,3,2,2,4,2,3,1,0,1,2,50,1,1,0,1,0,4,3,0,46,54,85.2,548,207,36,37,97.3,8,12,66.7,1,2,50,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/1/18,Champions League,Bayern Munich,Keylor Navas,1,cr CRC,GK,31-137,90,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,15,25,60,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,25,60,485,333,2,2,100,6,6,100,7,17,41.2,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League
5/6/18,La Liga,Barcelona,Karim Benzema,9,fr FRA,FW,30-138,90,0,1,0,0,1,0,0,0,1,47,0,0,0,0,1.1,6,1,40,41,97.6,6,39,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,40,41,97.6,484,92,29,29,100,7,7,100,2,3,66.7,1,1.1,0.6,4,2,1,0,6,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Cristiano Ronaldo,7,pt POR,LW,33-090,45,1,0,0,0,7,3,0,0,0,26,0,0,1.5,1.5,0,0,0,13,16,81.3,0,19,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,16,81.3,135,28,13,14,92.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Marco Asensio,20,es ESP,LW,22-105,45,0,1,0,0,2,1,0,0,0,39,0,0,0.1,0.1,0.1,3,1,30,37,81.1,6,30,5,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,30,37,81.1,454,65,19,20,95,8,12,66.7,3,5,60,1,0.1,0.1,2,0,1,0,6,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Gareth Bale,11,wls WAL,RW,28-294,90,1,0,0,0,3,1,1,0,1,44,1,0,0.1,0.1,0,3,0,30,36,83.3,4,30,3,2,2,1,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,30,36,83.3,525,80,18,20,90,8,11,72.7,4,5,80,0,0,0,0,2,1,0,4,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Toni Kroos,8,de GER,LM,28-122,83,0,0,0,0,1,0,0,0,1,78,0,0,0,0,0.1,4,2,71,74,95.9,10,58,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,71,74,95.9,1431,362,35,35,100,24,27,88.9,12,12,100,0,0.1,0.2,2,7,2,0,10,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Mateo Kovačić,23,hr CRO,LM,24-000,7,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,0,0,11,13,84.6,1,11,1,0,0,2,2,1,1,0,0,0,,0,1,1,0,0,2,0,0,11,13,84.6,185,51,4,5,80,7,7,100,0,0,,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Casemiro,14,br BRA,CM,26-072,90,0,0,0,0,0,0,0,0,2,51,7,3,0,0,0,0,0,37,41,90.2,1,30,1,0,0,7,6,4,3,0,2,6,33.3,4,3,0,3,2,9,0,0,37,41,90.2,620,174,21,21,100,12,13,92.3,4,5,80,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Luka Modrić,10,hr CRO,RM,32-239,90,0,0,0,0,1,0,0,0,0,80,2,0,0.1,0.1,0.4,5,0,68,74,91.9,11,60,4,0,0,2,1,1,1,0,2,2,100,0,0,0,0,0,2,0,0,68,74,91.9,1319,333,29,32,90.6,28,30,93.3,11,12,91.7,0,0.4,0.3,3,9,2,0,11,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Marcelo,12,br BRA,LB,29-359,90,0,0,0,0,1,0,1,0,2,83,3,1,0,0,0.1,7,0,61,73,83.6,13,65,4,1,1,3,2,1,1,1,1,2,50,1,1,0,1,2,5,0,0,61,73,83.6,1068,367,33,36,91.7,21,26,80.8,7,10,70,0,0.1,0.1,2,9,3,1,13,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Sergio Ramos,4,es ESP,CB,32-037,90,0,0,0,0,0,0,1,0,1,63,3,0,0,0,0,1,0,46,54,85.2,4,38,1,0,0,3,3,1,2,0,1,2,50,1,0,0,0,1,4,2,0,46,54,85.2,932,428,21,23,91.3,14,16,87.5,10,13,76.9,0,0,0,0,3,0,0,4,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Raphaël Varane,5,fr FRA,CB,25-011,90,0,0,0,0,0,0,1,0,2,42,2,2,0,0,0,0,0,32,34,94.1,2,16,1,0,0,2,1,0,2,0,1,1,100,0,2,2,0,2,4,2,0,32,34,94.1,707,259,7,7,100,17,18,94.4,7,8,87.5,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Nacho,6,es ESP,RB,28-108,67,0,0,0,0,0,0,1,0,1,49,1,0,0,0,0.1,1,0,39,45,86.7,2,24,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,39,45,86.7,626,197,24,27,88.9,13,15,86.7,2,3,66.7,0,0.1,0.1,1,1,1,1,2,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Lucas Vázquez,17,es ESP,RB,26-309,23,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0.1,1,0,19,24,79.2,2,19,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,24,79.2,301,58,9,9,100,9,12,75,1,2,50,0,0.1,0,1,1,1,0,2,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/6/18,La Liga,Barcelona,Keylor Navas,1,cr CRC,GK,31-142,90,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,20,20,100,0,5,0,0,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0,20,20,100,626,415,3,3,100,7,7,100,10,10,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d1d121c7/El-Clasico-Barcelona-Real-Madrid-May-6-2018-La-Liga
5/9/18,La Liga,Sevilla,Karim Benzema,9,fr FRA,FW,30-141,90,0,0,0,0,2,0,0,0,0,50,1,1,0.1,0.1,0,2,0,34,41,82.9,5,35,1,1,0,1,0,0,0,1,1,1,100,0,1,0,1,0,1,0,0,34,41,82.9,583,42,18,22,81.8,10,11,90.9,5,6,83.3,0,0,0.1,1,1,1,0,5,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Marco Asensio,20,es ESP,LW,22-108,90,0,1,0,0,2,0,0,0,0,69,0,1,0.1,0.1,0.3,3,1,55,62,88.7,5,55,9,5,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,55,62,88.7,785,156,36,36,100,12,14,85.7,4,8,50,1,0.3,0.2,1,7,1,1,5,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Lucas Vázquez,17,es ESP,RW,26-312,90,0,0,0,0,1,0,0,0,1,67,2,1,0,0,0.2,10,1,42,56,75,7,56,8,6,3,2,2,0,0,2,0,1,0,1,1,0,1,1,3,0,0,42,56,75,581,97,29,33,87.9,7,12,58.3,2,2,100,0,0.2,0.2,3,4,2,0,7,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Dani Ceballos,24,es ESP,LM,21-275,69,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,2,0,62,66,93.9,9,63,5,2,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,62,66,93.9,901,205,39,39,100,15,18,83.3,4,4,100,0,0,0,0,8,0,0,9,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Borja Mayoral,21,es ESP,LM,21-034,21,1,0,0,0,2,2,0,0,0,10,0,1,0.3,0.3,0,0,0,5,6,83.3,0,9,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5,6,83.3,83,3,3,3,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Casemiro,14,br BRA,CM,26-075,86,0,0,0,0,2,1,0,0,2,95,5,3,0.1,0.1,0,3,0,74,81,91.4,9,70,3,2,0,5,5,1,4,0,3,3,100,0,3,0,3,2,7,0,0,74,81,91.4,1407,372,36,37,97.3,24,26,92.3,13,15,86.7,0,0,0,0,11,0,0,9,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Marcos Llorente,18,es ESP,CM,23-099,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,100,1,6,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,6,100,128,10,1,1,100,2,2,100,2,2,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Mateo Kovačić,23,hr CRO,RM,24-003,90,0,0,0,0,1,0,0,0,0,97,2,0,0,0,0.1,3,0,82,88,93.2,16,84,2,5,2,2,2,0,2,0,1,3,33.3,2,0,0,0,0,2,0,0,82,88,93.2,1420,392,41,43,95.3,29,29,100,11,14,78.6,0,0.1,0.1,2,11,2,0,16,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Theo Hernández,15,fr FRA,LB,20-215,90,0,0,0,0,0,0,0,0,1,81,0,1,0,0,0.1,2,1,61,71,85.9,4,65,3,3,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,61,71,85.9,694,172,44,47,93.6,11,14,78.6,0,1,0,0,0.1,0.1,1,4,1,1,4,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
5/9/18,La Liga,Sevilla,Sergio Ramos,4,es ESP,CB,32-040,90,1,0,1,2,2,0,1,0,2,115,1,2,1.8,0.2,0,1,0,94,100,94,8,79,1,1,1,1,0,1,0,0,0,0,,0,2,2,0,2,3,4,0,94,100,94,1868,751,38,40,95,41,43,95.3,15,17,88.2,0,0,0,0,3,0,0,8,https://fbref.com/en/matches/509a5bea/Sevilla-Real-Madrid-May-9-2018-La-Liga
