Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
1/21/18,La Liga,Deportivo La Coruna,Karim Benzema,9,fr FRA,FW,30-033,27,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,13,15,86.7,2,6,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,15,86.7,164,42,9,9,100,2,2,100,1,1,100,0,0,0,1,3,0,0,2,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Cristiano Ronaldo,7,pt POR,LW,32-350,84,2,1,0,0,7,3,0,0,1,46,1,0,1,1,0.1,4,1,32,35,91.4,4,29,7,4,3,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,32,35,91.4,429,121,20,20,100,11,12,91.7,1,3,33.3,1,0.1,0.1,1,2,1,0,4,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Gareth Bale,11,wls WAL,RW,28-189,81,2,0,0,0,2,2,0,0,0,61,2,0,0.3,0.3,0.2,8,2,37,54,68.5,8,39,2,4,3,2,2,0,1,1,1,1,100,0,0,0,0,0,2,0,0,37,54,68.5,643,230,16,22,72.7,13,18,72.2,6,8,75,0,0.2,0.2,3,2,5,2,8,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Lucas Vázquez,17,es ESP,RW,26-204,9,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0.1,1,1,8,9,88.9,1,5,2,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,9,88.9,132,34,3,3,100,3,4,75,1,1,100,1,0.1,0.2,1,0,2,1,1,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Toni Kroos,8,de GER,LM,28-017,90,0,1,0,0,1,0,0,0,1,95,1,2,0,0,0.7,5,1,83,91,91.2,20,58,4,2,1,1,1,0,1,0,1,2,50,1,2,0,2,1,2,0,0,83,91,91.2,1634,513,30,31,96.8,35,35,100,15,20,75,1,0.7,0.8,5,14,4,1,20,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Casemiro,14,br BRA,CM,25-332,90,0,1,0,0,2,1,0,0,3,81,6,3,0.4,0.4,0.6,4,2,61,67,91,6,35,0,0,0,6,6,4,1,1,3,3,100,0,3,0,3,3,9,0,1,61,67,91,988,350,29,30,96.7,22,24,91.7,5,5,100,1,0.6,0.5,2,5,1,1,6,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Luka Modrić,10,hr CRO,RM,32-134,75,1,0,0,0,3,2,0,0,0,73,3,1,0.2,0.2,0.1,3,0,56,66,84.8,13,47,2,2,2,3,2,0,2,1,1,1,100,0,1,0,1,0,3,0,0,56,66,84.8,1119,387,22,24,91.7,21,23,91.3,10,13,76.9,0,0.1,0.1,1,7,2,0,13,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Mateo Kovačić,23,hr CRO,RM,23-260,15,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,5,6,83.3,0,6,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,5,6,83.3,116,27,2,2,100,1,2,50,2,2,100,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Marcelo,12,br BRA,LB,29-254,90,0,2,0,0,2,1,0,0,0,101,7,0,0.1,0.1,0.5,8,2,66,90,73.3,12,58,4,2,2,7,6,2,3,2,2,2,100,0,0,0,0,0,7,3,0,66,90,73.3,1347,457,30,36,83.3,21,27,77.8,14,21,66.7,2,0.5,0.4,5,7,3,1,12,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Nacho,6,es ESP,CB,28-003,90,2,0,0,0,2,2,0,0,0,57,2,0,0.1,0.1,0,4,2,44,49,89.8,9,27,1,1,1,2,1,1,1,0,1,1,100,0,0,0,0,0,2,3,0,44,49,89.8,898,414,15,16,93.8,21,23,91.3,8,8,100,0,0,0,1,3,1,0,9,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Raphaël Varane,5,fr FRA,CB,24-271,90,0,1,0,0,1,0,0,0,1,55,2,2,0.1,0.1,0.1,1,1,43,44,97.7,3,31,0,0,0,2,0,2,0,0,1,1,100,0,2,0,2,1,3,3,0,43,44,97.7,887,362,15,15,100,21,21,100,7,8,87.5,1,0.1,0,1,3,0,0,3,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Dani Carvajal,2,es ESP,RB,26-010,90,0,0,0,0,1,1,0,0,1,82,2,0,0.1,0.1,0,4,1,66,78,84.6,6,39,3,3,3,2,2,2,0,0,1,3,33.3,2,0,0,0,1,3,0,0,66,78,84.6,1091,324,31,36,86.1,27,29,93.1,5,8,62.5,0,0,0.1,1,5,2,2,6,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/21/18,La Liga,Deportivo La Coruna,Keylor Navas,1,cr CRC,GK,31-037,90,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,17,17,100,0,7,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,17,17,100,468,359,3,3,100,9,9,100,5,5,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga
1/27/18,La Liga,Valencia,Karim Benzema,9,fr FRA,FW,30-039,77,0,0,0,0,1,0,0,0,1,45,0,1,0.1,0.1,0,2,2,31,38,81.6,4,31,5,2,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,31,38,81.6,389,45,21,24,87.5,8,9,88.9,1,1,100,0,0,0.1,0,1,1,0,4,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Marco Asensio,20,es ESP,FW,22-006,13,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0.1,1,1,10,10,100,0,7,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,10,10,100,119,29,7,7,100,3,3,100,0,0,,1,0.1,0,1,1,0,0,0,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Cristiano Ronaldo,7,pt POR,LW,32-356,90,2,0,2,2,5,2,0,0,0,48,1,0,2.1,0.5,0,3,1,29,36,80.6,2,23,3,2,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,29,36,80.6,316,61,26,30,86.7,2,4,50,0,1,0,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Gareth Bale,11,wls WAL,RW,28-195,68,0,0,0,0,2,1,1,0,1,34,1,0,0.4,0.4,0.2,2,0,13,22,59.1,1,20,2,2,1,1,0,0,1,0,0,2,0,2,0,0,0,1,2,1,0,13,22,59.1,270,46,7,8,87.5,3,7,42.9,3,6,50,0,0.2,0.4,1,1,1,1,1,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Lucas Vázquez,17,es ESP,RW,26-210,22,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,12,13,92.3,2,10,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,12,13,92.3,160,38,8,8,100,4,4,100,0,1,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Toni Kroos,8,de GER,LM,28-023,90,1,0,0,0,1,1,0,0,0,100,1,0,0.1,0.1,0.2,6,2,83,94,88.3,10,44,3,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,83,94,88.3,1473,530,41,43,95.3,34,37,91.9,8,12,66.7,0,0.2,0.4,3,11,2,0,10,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Casemiro,14,br BRA,CM,25-338,90,0,0,0,0,1,0,0,0,4,85,9,2,0,0,0,2,0,59,67,88.1,5,30,0,0,0,9,5,6,2,1,4,8,50,4,2,0,2,4,13,2,0,59,67,88.1,1106,261,28,28,100,22,24,91.7,8,12,66.7,0,0,0,0,6,0,0,5,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Luka Modrić,10,hr CRO,RM,32-140,87,0,0,0,0,0,0,0,0,4,84,5,0,0,0,0.1,1,0,64,74,86.5,8,38,2,5,4,5,3,1,4,0,3,7,42.9,4,0,0,0,4,9,0,0,64,74,86.5,1025,328,33,37,89.2,21,23,91.3,7,9,77.8,0,0.1,0.2,1,8,1,0,8,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Mateo Kovačić,23,hr CRO,RM,23-266,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0.1,1,1,3,4,75,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75,36,15,3,4,75,0,0,,0,0,,1,0.1,0,1,0,0,0,0,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Marcelo,12,br BRA,LB,29-260,90,1,0,0,0,1,1,0,0,2,86,2,0,0.1,0.1,0,2,1,66,80,82.5,6,56,7,4,4,2,0,0,2,0,2,5,40,3,0,0,0,2,4,0,0,66,80,82.5,833,324,40,41,97.6,20,27,74.1,2,8,25,0,0,0,0,7,1,0,6,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Nacho,6,es ESP,CB,28-009,90,0,0,0,0,0,0,0,0,6,47,4,2,0,0,0,2,0,31,32,96.9,3,17,0,0,0,4,3,1,2,1,0,0,,0,2,2,0,6,10,3,0,31,32,96.9,638,283,10,10,100,17,18,94.4,4,4,100,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Raphaël Varane,5,fr FRA,CB,24-277,90,0,0,0,0,0,0,1,0,0,49,1,1,0,0,0,1,0,38,40,95,2,24,0,0,0,1,1,0,1,0,1,1,100,0,1,0,1,0,1,6,0,38,40,95,784,215,14,14,100,18,19,94.7,6,7,85.7,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Dani Carvajal,2,es ESP,RB,26-016,90,0,0,0,0,0,0,1,0,2,77,1,0,0,0,0.1,2,0,64,72,88.9,3,30,2,1,0,1,1,1,0,0,1,1,100,0,0,0,0,2,3,3,0,64,72,88.9,1068,294,30,31,96.8,31,33,93.9,3,7,42.9,0,0.1,0,1,1,0,0,3,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
1/27/18,La Liga,Valencia,Keylor Navas,1,cr CRC,GK,31-043,90,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,26,34,76.5,0,14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,34,76.5,851,695,2,2,100,14,15,93.3,10,17,58.8,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga
2/3/18,La Liga,Levante,Karim Benzema,9,fr FRA,FW,30-046,90,0,1,0,0,2,0,0,0,0,65,1,1,0.1,0.1,0.2,6,1,48,55,87.3,5,40,5,5,4,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,48,55,87.3,590,112,37,39,94.9,6,8,75,2,2,100,1,0.2,0.2,2,3,1,0,5,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Cristiano Ronaldo,7,pt POR,LW,32-363,81,0,0,0,0,7,2,0,0,0,42,1,0,0.6,0.6,0,4,0,26,30,86.7,2,27,2,2,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,26,30,86.7,276,63,18,20,90,5,6,83.3,0,0,,0,0,0,0,3,0,0,2,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Marco Asensio,20,es ESP,LW,22-013,9,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,5,7,71.4,0,5,3,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,5,7,71.4,84,0,2,3,66.7,0,0,,1,2,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Gareth Bale,11,wls WAL,RW,28-202,65,0,0,0,0,0,0,0,0,1,43,0,2,0,0,0.1,2,0,25,35,71.4,4,26,6,3,0,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0,25,35,71.4,372,124,14,14,100,5,9,55.6,3,6,50,0,0.1,0,1,2,3,1,4,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Isco,22,es ESP,"RW,LM",25-288,25,1,0,0,0,4,2,0,0,0,26,0,0,0.3,0.3,0,1,0,18,21,85.7,2,25,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,21,85.7,196,62,11,11,100,4,6,66.7,0,1,0,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Toni Kroos,8,de GER,LM,28-030,89,0,1,0,0,1,1,0,0,0,110,4,1,0,0,0.2,6,1,94,100,94,8,78,2,0,0,4,2,0,3,1,2,2,100,0,1,0,1,0,4,2,0,94,100,94,1615,443,47,49,95.9,30,32,93.8,13,14,92.9,1,0.2,0.2,3,14,1,0,8,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Lucas Vázquez,17,es ESP,"LM,RW",26-217,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.1,2,0,4,4,100,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,4,100,46,12,1,1,100,2,2,100,0,0,,0,0.1,0,2,0,1,1,0,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Casemiro,14,br BRA,CM,25-345,90,0,0,0,0,1,0,0,0,3,98,5,2,0,0,0,2,0,75,82,91.5,3,55,0,0,0,5,2,2,3,0,1,3,33.3,2,2,0,2,3,8,3,0,75,82,91.5,1135,224,41,42,97.6,27,31,87.1,5,6,83.3,0,0,0,0,4,0,0,3,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Luka Modrić,10,hr CRO,RM,32-147,90,0,0,0,0,2,1,0,0,0,96,2,1,0.1,0.1,0.1,14,1,76,89,85.4,15,85,3,5,5,2,2,1,0,1,1,2,50,1,1,1,0,0,2,0,0,76,89,85.4,1188,354,41,43,95.3,25,30,83.3,8,11,72.7,0,0.1,0.1,3,10,5,0,15,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Marcelo,12,br BRA,LB,29-267,90,0,0,0,0,3,0,0,0,0,93,2,2,0.2,0.2,0.1,2,1,72,84,85.7,13,64,4,1,0,2,2,1,1,0,1,3,33.3,2,2,1,1,0,2,0,0,72,84,85.7,1066,378,42,46,91.3,20,23,87,6,8,75,0,0.1,0.1,1,5,2,0,13,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Sergio Ramos,4,es ESP,CB,31-310,90,1,0,0,0,2,2,1,0,1,96,1,1,0.1,0.1,0,0,0,77,84,91.7,4,62,0,0,0,1,1,0,1,0,0,0,,0,1,1,0,1,2,8,0,77,84,91.7,1284,576,38,40,95,32,32,100,5,9,55.6,0,0,0,0,4,0,0,4,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Raphaël Varane,5,fr FRA,CB,24-284,90,0,0,0,0,0,0,1,0,4,68,0,2,0,0,0,0,0,58,63,92.1,0,50,0,1,1,0,0,0,0,0,0,0,,0,2,1,1,4,4,2,0,58,63,92.1,1124,248,22,22,100,30,33,90.9,6,7,85.7,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Dani Carvajal,2,es ESP,RB,26-023,90,0,0,0,0,1,1,0,0,1,86,1,1,0.1,0.1,0.1,3,0,64,79,81,10,52,4,2,1,1,1,0,1,0,0,0,,0,1,1,0,1,2,0,0,64,79,81,963,272,34,38,89.5,22,28,78.6,5,7,71.4,0,0.1,0.1,3,3,3,2,10,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/3/18,La Liga,Levante,Keylor Navas,1,cr CRC,GK,31-050,90,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,18,19,94.7,0,13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,19,94.7,405,266,4,4,100,11,11,100,3,4,75,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Cristiano Ronaldo,7,pt POR,FW,33-005,90,3,1,0,0,7,3,0,0,0,51,0,1,2,2,0.7,9,2,29,37,78.4,6,35,4,6,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,29,37,78.4,337,88,20,23,87,6,8,75,0,0,,1,0.7,0.4,4,1,2,0,6,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Karim Benzema,9,fr FRA,FW,30-053,90,0,0,0,0,3,0,0,0,0,35,0,1,1.4,1.4,0,2,0,25,29,86.2,4,24,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,25,29,86.2,389,65,16,19,84.2,4,5,80,4,4,100,0,0,0.1,1,2,0,0,4,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Marco Asensio,20,es ESP,"LM,RM",22-020,72,0,0,0,0,2,1,0,0,0,55,1,0,0.6,0.6,0.1,4,1,45,51,88.2,8,41,4,2,2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,45,51,88.2,695,124,26,27,96.3,17,19,89.5,2,4,50,0,0.1,0.1,1,4,1,0,8,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Gareth Bale,11,wls WAL,RM,28-209,18,0,0,0,0,2,1,0,0,0,13,0,0,0.1,0.1,0.4,3,1,9,11,81.8,1,10,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,11,81.8,119,31,5,5,100,4,5,80,0,0,,0,0.4,0.3,1,0,1,0,1,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Toni Kroos,8,de GER,CM,28-037,90,1,0,0,0,2,2,0,0,0,78,5,0,0.1,0.1,0.1,2,1,67,70,95.7,6,44,0,0,0,5,3,2,3,0,1,1,100,0,0,0,0,0,5,0,0,67,70,95.7,1184,328,39,40,97.5,19,19,100,9,11,81.8,0,0.1,0.1,1,4,0,0,6,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Luka Modrić,10,hr CRO,CM,32-154,62,0,1,0,0,0,0,0,0,1,62,1,0,0,0,0.1,1,1,50,56,89.3,6,40,1,2,1,1,0,1,0,0,0,2,0,2,0,0,0,1,2,0,0,50,56,89.3,953,279,21,22,95.5,19,20,95,9,10,90,1,0.1,0.1,1,6,0,0,6,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Mateo Kovačić,23,hr CRO,CM,23-280,28,0,0,0,0,0,0,1,0,0,19,4,0,0,0,0,0,0,16,17,94.1,2,11,0,0,0,4,4,3,1,0,0,0,,0,0,0,0,0,4,0,0,16,17,94.1,265,116,8,8,100,6,6,100,2,3,66.7,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Lucas Vázquez,17,es ESP,RM,26-224,62,1,1,0,0,2,1,0,0,0,55,0,2,0.1,0.1,0.2,3,1,41,48,85.4,2,36,2,1,1,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,41,48,85.4,573,117,27,30,90,12,14,85.7,1,3,33.3,1,0.2,0.7,3,4,3,1,2,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Isco,22,es ESP,LM,25-295,28,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,18,21,85.7,2,17,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,21,85.7,314,104,9,9,100,8,9,88.9,1,2,50,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Marcelo,12,br BRA,LB,29-274,90,0,1,0,0,0,0,0,0,1,82,3,3,0,0,1.4,5,2,57,74,77,9,43,3,1,1,3,2,3,0,0,2,4,50,2,3,0,3,1,4,0,0,57,74,77,859,387,36,40,90,17,23,73.9,3,7,42.9,1,1.4,0.8,3,6,4,0,9,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Sergio Ramos,4,es ESP,CB,31-317,90,0,0,0,0,0,0,0,0,0,82,2,2,0,0,0.5,0,0,72,78,92.3,3,44,1,0,0,2,2,2,0,0,2,2,100,0,2,0,2,0,2,0,0,72,78,92.3,1425,667,24,25,96,36,38,94.7,10,12,83.3,0,0.5,0,1,3,0,0,3,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Raphaël Varane,5,fr FRA,CB,24-291,90,0,0,0,0,0,0,0,0,1,67,2,0,0,0,0,1,0,50,58,86.2,4,36,0,1,1,2,1,2,0,0,0,0,,0,0,0,0,1,3,5,0,50,58,86.2,1000,393,22,23,95.7,21,24,87.5,7,11,63.6,0,0,0,0,4,0,0,4,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Dani Carvajal,2,es ESP,RB,26-030,90,0,0,0,0,0,0,1,0,2,83,2,0,0,0,0,0,0,65,73,89,7,46,6,1,1,2,1,2,0,0,1,1,100,0,0,0,0,2,4,3,0,65,73,89,1011,352,44,48,91.7,17,17,100,4,7,57.1,0,0,0.1,0,10,1,1,7,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/10/18,La Liga,Real Sociedad,Keylor Navas,1,cr CRC,GK,31-057,90,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,20,26,76.9,0,13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,26,76.9,561,367,2,2,100,10,10,100,8,14,57.1,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ab908980/Real-Madrid-Real-Sociedad-February-10-2018-La-Liga
2/14/18,Champions League,Paris Saint Germain,Cristiano Ronaldo,7,pt POR,FW,33-009,90,2,0,1,1,9,3,0,0,2,37,2,2,2.1,1.3,0,3,0,17,21,81,0,25,4,0,0,2,1,0,2,0,1,2,50,1,2,0,2,2,4,0,0,17,21,81,245,20,12,14,85.7,4,5,80,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Karim Benzema,9,fr FRA,FW,30-057,67,0,0,0,0,1,1,0,0,0,30,2,0,0.1,0.1,0,0,0,19,24,79.2,3,20,2,1,0,2,2,0,1,1,0,1,0,1,0,0,0,0,2,1,0,19,24,79.2,215,53,14,16,87.5,2,3,66.7,1,2,50,0,0,0,0,1,2,0,3,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Gareth Bale,11,wls WAL,FW,28-213,23,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0.1,1,0,10,12,83.3,1,9,0,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,10,12,83.3,183,62,6,6,100,2,2,100,2,2,100,0,0.1,0.1,1,2,0,0,1,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Isco,22,es ESP,AM,25-299,78,0,0,0,0,0,0,1,0,0,75,4,0,0,0,0.1,8,0,60,67,89.6,8,60,4,3,2,4,3,1,0,3,3,9,33.3,6,0,0,0,0,4,0,0,60,67,89.6,1009,269,33,35,94.3,21,23,91.3,5,6,83.3,0,0.1,0.1,2,5,2,0,8,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
